Price,Adj Close,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,,
2022-02-21 00:00:00+00:00,1092.4718017578125,1107.553466796875,1124.9058837890625,1100.4925537109375,1113.1375732421875,11107193
2022-02-22 00:00:00+00:00,1087.5098876953125,1102.5230712890625,1105.70751953125,1083.2093505859375,1085.8629150390625,13494914
2022-02-23 00:00:00+00:00,1080.7044677734375,1095.6236572265625,1110.6224365234375,1092.8316650390625,1108.1072998046875,7310110
2022-02-24 00:00:00+00:00,1026.8525390625,1041.0281982421875,1079.863525390625,1035.3287353515625,1063.757080078125,24846650
2022-02-25 00:00:00+00:00,1039.689697265625,1054.0426025390625,1065.1185302734375,1050.489013671875,1052.2657470703125,14570089
2022-02-28 00:00:00+00:00,1074.1038818359375,1088.931884765625,1092.5316162109375,1035.1441650390625,1035.1441650390625,21297446
2022-03-02 00:00:00+00:00,1091.8572998046875,1106.930419921875,1108.0611572265625,1074.9254150390625,1077.3482666015625,21471786
2022-03-03 00:00:00+00:00,1082.63916015625,1097.5850830078125,1114.452880859375,1093.7777099609375,1107.599609375,10186748
2022-03-04 00:00:00+00:00,1058.6265869140625,1073.240966796875,1091.1240234375,1070.8411865234375,1085.9090576171875,10805667
2022-03-07 00:00:00+00:00,1019.4780883789062,1033.552001953125,1067.0338134765625,1025.45263671875,1051.61962890625,17983310
2022-03-08 00:00:00+00:00,1017.6343994140625,1031.682861328125,1036.5286865234375,1006.0696411132812,1020.6068725585938,21289374
2022-03-09 00:00:00+00:00,1071.6229248046875,1086.416748046875,1092.3701171875,1031.059814453125,1031.9136962890625,20414228
2022-03-10 00:00:00+00:00,1088.9893798828125,1104.02294921875,1109.9071044921875,1089.1396484375,1107.599609375,17980493
2022-03-11 00:00:00+00:00,1092.13037109375,1107.207275390625,1112.6761474609375,1096.546630859375,1096.546630859375,12257423
2022-03-14 00:00:00+00:00,1101.09814453125,1116.298828125,1118.8602294921875,1095.6005859375,1101.553955078125,8340678
2022-03-15 00:00:00+00:00,1075.879150390625,1090.7318115234375,1120.49853515625,1080.3018798828125,1120.49853515625,15925769
2022-03-16 00:00:00+00:00,1094.0423583984375,1109.1456298828125,1111.2454833984375,1097.03125,1099.2926025390625,11149828
2022-03-17 00:00:00+00:00,1129.7086181640625,1145.30419921875,1152.5496826171875,1114.5682373046875,1122.7137451171875,21422098
2022-03-21 00:00:00+00:00,1123.198974609375,1138.7047119140625,1146.3656005859375,1125.59814453125,1127.9056396484375,11999466
2022-03-22 00:00:00+00:00,1152.218994140625,1168.1253662109375,1169.8790283203125,1132.3360595703125,1135.335693359375,22557065
2022-03-23 00:00:00+00:00,1155.88330078125,1171.84033203125,1183.6778564453125,1164.3641357421875,1164.3641357421875,15462187
2022-03-24 00:00:00+00:00,1173.841552734375,1190.0465087890625,1192.5848388671875,1158.3646240234375,1158.3646240234375,13168266
2022-03-25 00:00:00+00:00,1181.67138671875,1197.984375,1207.2835693359375,1189.2850341796875,1191.8233642578125,14222488
2022-03-28 00:00:00+00:00,1193.552490234375,1210.029541015625,1213.629150390625,1193.6693115234375,1204.5145263671875,9891424
2022-03-29 00:00:00+00:00,1193.8255615234375,1210.306396484375,1217.4365234375,1203.314697265625,1217.4365234375,8684065
2022-03-30 00:00:00+00:00,1216.7686767578125,1233.5660400390625,1240.5115966796875,1207.791259765625,1218.3134765625,15811550
2022-03-31 00:00:00+00:00,1199.379150390625,1215.9366455078125,1232.066162109375,1213.0985107421875,1229.8740234375,13223718
2022-04-01 00:00:00+00:00,1208.9842529296875,1225.67431640625,1229.96630859375,1210.0526123046875,1216.5135498046875,7922880
2022-04-04 00:00:00+00:00,1212.5577392578125,1229.297119140625,1234.5120849609375,1219.12109375,1225.48974609375,7929162
2022-04-05 00:00:00+00:00,1195.4188232421875,1211.921630859375,1232.158447265625,1209.45263671875,1223.482177734375,13149870
2022-04-06 00:00:00+00:00,1192.2322998046875,1208.691162109375,1215.8212890625,1193.9462890625,1193.9462890625,12257215
2022-04-07 00:00:00+00:00,1171.2015380859375,1187.369873046875,1202.6685791015625,1184.6700439453125,1197.63818359375,15496499
2022-04-08 00:00:00+00:00,1190.6845703125,1207.1220703125,1211.4371337890625,1181.4395751953125,1181.4395751953125,15152495
2022-04-11 00:00:00+00:00,1188.2037353515625,1204.60693359375,1217.6904296875,1192.0540771484375,1199.8995361328125,9254209
2022-04-12 00:00:00+00:00,1165.8299560546875,1181.9241943359375,1201.0994873046875,1179.316650390625,1193.9000244140625,13217742
2022-04-13 00:00:00+00:00,1161.55078125,1177.5860595703125,1196.4844970703125,1174.747802734375,1188.13134765625,10354235
2022-04-18 00:00:00+00:00,1158.0,1173.986328125,1181.3472900390625,1163.810302734375,1168.9791259765625,9974224
2022-04-19 00:00:00+00:00,1202.13330078125,1218.728759765625,1231.2816162109375,1177.3092041015625,1180.5166015625,26141820
2022-04-20 00:00:00+00:00,1237.4808349609375,1254.564208984375,1261.7406005859375,1222.5592041015625,1226.251220703125,25072240
2022-04-21 00:00:00+00:00,1266.455322265625,1283.938720703125,1287.123046875,1260.8175048828125,1269.5399169921875,21708633
2022-04-22 00:00:00+00:00,1255.8487548828125,1273.185791015625,1293.12255859375,1266.4478759765625,1273.23193359375,15054154
2022-04-25 00:00:00+00:00,1226.8060302734375,1243.7420654296875,1273.0010986328125,1229.2740478515625,1265.6171875,17063215
2022-04-26 00:00:00+00:00,1263.51904296875,1280.9620361328125,1289.89208984375,1249.6031494140625,1250.66455078125,12227666
2022-04-27 00:00:00+00:00,1264.748291015625,1282.2081298828125,1305.12158203125,1271.455078125,1271.8243408203125,19338945
2022-04-28 00:00:00+00:00,1283.6396484375,1301.3603515625,1315.736083984375,1285.78466796875,1296.79150390625,25614076
2022-04-29 00:00:00+00:00,1270.165283203125,1287.699951171875,1318.11279296875,1281.7235107421875,1318.11279296875,18214862
2022-05-02 00:00:00+00:00,1265.7042236328125,1283.17724609375,1294.73779296875,1272.839599609375,1274.66259765625,9467006
2022-05-04 00:00:00+00:00,1226.19140625,1243.1190185546875,1287.5845947265625,1235.112060546875,1285.277099609375,19247660
2022-05-05 00:00:00+00:00,1202.1788330078125,1218.77490234375,1259.89453125,1214.6676025390625,1256.894775390625,17210669
2022-05-06 00:00:00+00:00,1192.960693359375,1209.4295654296875,1227.1280517578125,1196.9228515625,1205.5299072265625,19649948
2022-05-09 00:00:00+00:00,1146.369384765625,1162.195068359375,1198.561279296875,1156.9801025390625,1188.3389892578125,18083752
2022-05-10 00:00:00+00:00,1126.4991455078125,1142.050537109375,1166.0255126953125,1134.3665771484375,1151.442138671875,19511677
2022-05-11 00:00:00+00:00,1114.9595947265625,1130.3515625,1146.8040771484375,1117.7294921875,1141.1275634765625,16643899
2022-05-12 00:00:00+00:00,1092.244384765625,1107.32275390625,1123.682861328125,1093.754638671875,1120.2908935546875,20490321
2022-05-13 00:00:00+00:00,1104.6260986328125,1119.87548828125,1143.5965576171875,1114.68359375,1119.5986328125,19308778
2022-05-16 00:00:00+00:00,1104.8992919921875,1120.1524658203125,1144.9810791015625,1115.2835693359375,1123.498291015625,13437911
2022-05-17 00:00:00+00:00,1151.308349609375,1167.2022705078125,1172.1634521484375,1122.3675537109375,1123.7982177734375,16551828
2022-05-18 00:00:00+00:00,1155.4964599609375,1171.4481201171875,1186.0545654296875,1157.5570068359375,1172.048095703125,17276788
2022-05-19 00:00:00+00:00,1128.8663330078125,1144.4503173828125,1159.518310546875,1138.0816650390625,1146.3656005859375,14699118
2022-05-20 00:00:00+00:00,1194.6905517578125,1211.1832275390625,1220.39013671875,1154.672607421875,1159.518310546875,21793091
2022-05-23 00:00:00+00:00,1186.7015380859375,1203.083984375,1224.6129150390625,1196.6690673828125,1214.436767578125,15252755
2022-05-24 00:00:00+00:00,1190.775634765625,1207.21435546875,1217.4365234375,1198.838134765625,1203.130126953125,13527818
2022-05-25 00:00:00+00:00,1189.0230712890625,1205.4376220703125,1226.066650390625,1200.591796875,1216.0521240234375,12714544
2022-05-26 00:00:00+00:00,1177.688232421875,1193.9462890625,1216.0059814453125,1175.901611328125,1211.16015625,17882023
2022-05-27 00:00:00+00:00,1172.2255859375,1188.408203125,1202.2762451171875,1172.2557373046875,1196.692138671875,16521973
2022-05-30 00:00:00+00:00,1213.05859375,1229.8048095703125,1234.050537109375,1197.222900390625,1206.822021484375,13853398
2022-05-31 00:00:00+00:00,1198.42333984375,1214.967529296875,1236.2657470703125,1207.1451416015625,1219.005615234375,70620653
2022-06-01 00:00:00+00:00,1198.810302734375,1215.35986328125,1225.3743896484375,1207.3758544921875,1215.72900390625,9776989
2022-06-02 00:00:00+00:00,1240.143798828125,1257.2640380859375,1261.0252685546875,1215.590576171875,1215.590576171875,22126569
2022-06-03 00:00:00+00:00,1265.2716064453125,1282.73876953125,1300.20654296875,1265.4324951171875,1266.3555908203125,23939791
2022-06-06 00:00:00+00:00,1259.8319091796875,1277.223876953125,1298.6605224609375,1269.9552001953125,1282.9696044921875,11093152
2022-06-07 00:00:00+00:00,1262.1988525390625,1279.6236572265625,1288.0921630859375,1270.0706787109375,1278.308349609375,12358255
2022-06-08 00:00:00+00:00,1240.030029296875,1257.148681640625,1283.4310302734375,1253.572021484375,1279.6236572265625,12479250
2022-06-09 00:00:00+00:00,1274.03466796875,1291.6226806640625,1293.583984375,1250.66455078125,1250.66455078125,17278305
2022-06-10 00:00:00+00:00,1235.56884765625,1252.6259765625,1287.5384521484375,1246.7418212890625,1279.2314453125,18093057
2022-06-13 00:00:00+00:00,1212.1934814453125,1228.9278564453125,1233.4967041015625,1207.4219970703125,1222.974609375,17620803
2022-06-14 00:00:00+00:00,1196.3519287109375,1212.86767578125,1233.058349609375,1206.106689453125,1222.9976806640625,14714312
2022-06-15 00:00:00+00:00,1181.876220703125,1198.1920166015625,1217.113525390625,1192.7001953125,1207.9989013671875,11195535
2022-06-16 00:00:00+00:00,1165.3519287109375,1181.4395751953125,1227.151123046875,1178.6705322265625,1210.5140380859375,17111475
2022-06-17 00:00:00+00:00,1179.00830078125,1195.2845458984375,1211.3677978515625,1179.6397705078125,1181.4395751953125,24457187
2022-06-20 00:00:00+00:00,1157.635986328125,1173.6171875,1207.791259765625,1163.4871826171875,1202.20703125,12066797
2022-06-21 00:00:00+00:00,1176.3226318359375,1192.561767578125,1196.8536376953125,1166.81005859375,1181.4395751953125,11720049
2022-06-22 00:00:00+00:00,1140.5882568359375,1156.333984375,1180.655029296875,1154.2110595703125,1180.562744140625,10617206
2022-06-23 00:00:00+00:00,1122.08349609375,1137.573974609375,1165.287109375,1128.3670654296875,1160.6951904296875,19446323
2022-06-24 00:00:00+00:00,1138.061767578125,1153.772705078125,1158.8260498046875,1138.9815673828125,1144.5196533203125,14240234
2022-06-27 00:00:00+00:00,1134.6929931640625,1150.3575439453125,1174.4940185546875,1145.23486328125,1174.4940185546875,15474529
2022-06-28 00:00:00+00:00,1150.6483154296875,1166.5330810546875,1169.41748046875,1145.48876953125,1145.48876953125,13572847
2022-06-29 00:00:00+00:00,1174.5244140625,1190.73876953125,1198.51513671875,1154.2110595703125,1157.0723876953125,19205146
2022-06-30 00:00:00+00:00,1181.580322265625,1197.89208984375,1207.2374267578125,1184.2086181640625,1190.6695556640625,23112959
2022-07-01 00:00:00+00:00,1096.477783203125,1111.6146240234375,1196.20751953125,1091.4471435546875,1188.31591796875,81997149
2022-07-04 00:00:00+00:00,1098.7537841796875,1113.922119140625,1126.9825439453125,1091.9547119140625,1097.885009765625,41857728
2022-07-05 00:00:00+00:00,1107.6533203125,1122.9444580078125,1137.5509033203125,1115.4912109375,1118.214111328125,17647327
2022-07-06 00:00:00+00:00,1097.9114990234375,1113.068359375,1126.95947265625,1102.0616455078125,1116.875732421875,23943726
2022-07-07 00:00:00+00:00,1087.1002197265625,1102.1077880859375,1122.9444580078125,1096.0621337890625,1119.552490234375,23301033
2022-07-08 00:00:00+00:00,1088.6025390625,1103.6307373046875,1115.9066162109375,1099.54638671875,1115.9066162109375,19010108
2022-07-11 00:00:00+00:00,1103.3970947265625,1118.6295166015625,1120.8907470703125,1093.754638671875,1096.75439453125,13847467
2022-07-12 00:00:00+00:00,1101.826416015625,1117.0372314453125,1125.921142578125,1109.445556640625,1109.445556640625,10778989
2022-07-13 00:00:00+00:00,1082.2977294921875,1097.2388916015625,1123.2906494140625,1095.13916015625,1120.1986083984375,14224132
2022-07-14 00:00:00+00:00,1091.2198486328125,1106.2843017578125,1123.267578125,1096.9620361328125,1102.0616455078125,16970315
2022-07-15 00:00:00+00:00,1093.3367919921875,1108.4302978515625,1114.5220947265625,1099.80029296875,1114.5220947265625,9603210
2022-07-18 00:00:00+00:00,1102.64599609375,1117.8680419921875,1119.1370849609375,1104.0460205078125,1117.2911376953125,15160908
2022-07-19 00:00:00+00:00,1109.406005859375,1124.7213134765625,1129.2901611328125,1107.738037109375,1107.738037109375,16439888
2022-07-20 00:00:00+00:00,1139.404541015625,1155.134033203125,1173.36328125,1147.4039306640625,1172.2095947265625,23924246
2022-07-21 00:00:00+00:00,1131.802490234375,1147.427001953125,1153.7496337890625,1138.6585693359375,1150.9805908203125,16523230
2022-07-22 00:00:00+00:00,1139.4501953125,1155.1802978515625,1161.2720947265625,1151.442138671875,1153.7496337890625,10969995
2022-07-25 00:00:00+00:00,1101.8037109375,1117.01416015625,1138.727783203125,1108.984130859375,1138.727783203125,23110452
2022-07-26 00:00:00+00:00,1102.304443359375,1117.5218505859375,1127.8594970703125,1112.837646484375,1117.3372802734375,11303288
2022-07-27 00:00:00+00:00,1101.2574462890625,1116.46044921875,1120.06005859375,1108.5225830078125,1116.8065185546875,8655086
2022-07-28 00:00:00+00:00,1118.51025390625,1133.9512939453125,1138.95849609375,1117.2911376953125,1124.213623046875,12496073
2022-07-29 00:00:00+00:00,1142.3406982421875,1158.1107177734375,1161.6412353515625,1137.1356201171875,1142.0736083984375,15130683
2022-08-01 00:00:00+00:00,1172.11181640625,1188.2928466796875,1194.2462158203125,1157.2569580078125,1162.5872802734375,15700044
2022-08-02 00:00:00+00:00,1176.572998046875,1192.8155517578125,1203.499267578125,1182.1549072265625,1187.2083740234375,13917913
2022-08-03 00:00:00+00:00,1186.4510498046875,1202.830078125,1204.5145263671875,1184.8778076171875,1199.8995361328125,14250977
2022-08-04 00:00:00+00:00,1170.7689208984375,1186.931396484375,1208.0911865234375,1169.902099609375,1204.5145263671875,14467127
2022-08-05 00:00:00+00:00,1153.51611328125,1169.4405517578125,1190.11572265625,1166.18701171875,1188.8236083984375,13942438
2022-08-08 00:00:00+00:00,1168.6065673828125,1184.7392578125,1192.307861328125,1168.0560302734375,1168.0560302734375,10165178
2022-08-10 00:00:00+00:00,1175.59423828125,1191.8233642578125,1195.2384033203125,1180.078125,1189.2388916015625,10724688
2022-08-11 00:00:00+00:00,1179.509033203125,1195.792236328125,1204.4683837890625,1190.7618408203125,1201.3302001953125,8198226
2022-08-12 00:00:00+00:00,1198.58251953125,1215.1290283203125,1218.9825439453125,1191.6849365234375,1195.4229736328125,12650587
2022-08-16 00:00:00+00:00,1206.9129638671875,1223.574462890625,1226.343505859375,1212.49853515625,1221.2208251953125,6607378
2022-08-17 00:00:00+00:00,1213.2176513671875,1229.96630859375,1235.388916015625,1225.535888671875,1229.8970947265625,6595965
2022-08-18 00:00:00+00:00,1215.4180908203125,1228.1895751953125,1231.7430419921875,1218.451904296875,1227.589599609375,7410035
2022-08-19 00:00:00+00:00,1193.7474365234375,1206.2913818359375,1228.3741455078125,1202.1839599609375,1222.974609375,9460724
2022-08-22 00:00:00+00:00,1190.4364013671875,1202.9454345703125,1214.344482421875,1193.4385986328125,1207.7451171875,9471680
2022-08-23 00:00:00+00:00,1208.7957763671875,1221.497802734375,1224.451416015625,1195.9075927734375,1197.130615234375,9678484
2022-08-24 00:00:00+00:00,1205.575927734375,1218.244140625,1232.20458984375,1216.213623046875,1218.40576171875,10369622
2022-08-25 00:00:00+00:00,1202.0594482421875,1214.690673828125,1228.9278564453125,1210.3294677734375,1222.489990234375,7871946
2022-08-26 00:00:00+00:00,1195.6427001953125,1208.20654296875,1222.974609375,1203.130126953125,1215.1290283203125,10742038
2022-08-29 00:00:00+00:00,1186.348876953125,1198.8150634765625,1225.2821044921875,1189.7696533203125,1192.97705078125,19838975
2022-08-30 00:00:00+00:00,1204.75390625,1217.4134521484375,1220.782470703125,1189.1004638671875,1206.360595703125,23139054
2022-09-01 00:00:00+00:00,1169.3367919921875,1181.6241455078125,1202.1839599609375,1177.1475830078125,1191.892578125,19909939
2022-09-02 00:00:00+00:00,1155.681396484375,1167.8253173828125,1188.5235595703125,1165.610107421875,1181.6241455078125,12999345
2022-09-05 00:00:00+00:00,1173.6298828125,1185.9622802734375,1191.36181640625,1168.0560302734375,1168.0560302734375,11327815
2022-09-06 00:00:00+00:00,1185.9835205078125,1198.44580078125,1202.6685791015625,1186.9775390625,1187.4390869140625,10899618
2022-09-07 00:00:00+00:00,1179.08740234375,1191.4771728515625,1197.5458984375,1186.0545654296875,1188.362060546875,7488501
2022-09-08 00:00:00+00:00,1180.7542724609375,1193.16162109375,1198.9765625,1186.51611328125,1194.4769287109375,7057077
2022-09-09 00:00:00+00:00,1173.4014892578125,1185.7315673828125,1204.5145263671875,1183.2855224609375,1204.5145263671875,8314850
2022-09-12 00:00:00+00:00,1186.531494140625,1198.9996337890625,1205.4376220703125,1186.308349609375,1186.308349609375,7435419
2022-09-13 00:00:00+00:00,1196.4420166015625,1209.01416015625,1213.6060791015625,1200.361083984375,1208.20654296875,8888657
2022-09-14 00:00:00+00:00,1182.1015625,1194.5230712890625,1204.5145263671875,1187.32373046875,1188.362060546875,8678219
2022-09-15 00:00:00+00:00,1170.38720703125,1182.6856689453125,1201.537841796875,1179.939697265625,1192.0540771484375,10365600
2022-09-16 00:00:00+00:00,1141.3865966796875,1153.38037109375,1178.2091064453125,1149.5960693359375,1173.940185546875,20217708
2022-09-19 00:00:00+00:00,1142.8709716796875,1154.8802490234375,1164.2255859375,1145.142578125,1153.38037109375,7580254
2022-09-20 00:00:00+00:00,1143.0537109375,1155.0648193359375,1171.148193359375,1151.3035888671875,1164.1102294921875,8411448
2022-09-21 00:00:00+00:00,1146.205078125,1158.249267578125,1168.9791259765625,1151.442138671875,1152.249755859375,9207309
2022-09-22 00:00:00+00:00,1135.4039306640625,1147.334716796875,1155.134033203125,1140.873779296875,1147.28857421875,10308170
2022-09-23 00:00:00+00:00,1114.1217041015625,1125.828857421875,1151.8804931640625,1124.259765625,1146.8271484375,9528051
2022-09-26 00:00:00+00:00,1085.73779296875,1097.1466064453125,1115.8143310546875,1096.13134765625,1104.8536376953125,12479523
2022-09-27 00:00:00+00:00,1094.369384765625,1105.8690185546875,1119.5986328125,1089.185791015625,1104.83056640625,16154822
2022-09-28 00:00:00+00:00,1065.23193359375,1076.42529296875,1097.4466552734375,1073.956298828125,1089.3011474609375,16997059
2022-09-29 00:00:00+00:00,1061.9664306640625,1073.1256103515625,1092.600830078125,1067.4490966796875,1089.1396484375,14671827
2022-09-30 00:00:00+00:00,1085.9205322265625,1097.331298828125,1108.5225830078125,1066.526123046875,1066.526123046875,18613024
2022-10-03 00:00:00+00:00,1082.1527099609375,1093.52392578125,1115.4219970703125,1090.524169921875,1103.6768798828125,11852723
2022-10-04 00:00:00+00:00,1102.1104736328125,1113.69140625,1115.9066162109375,1103.0538330078125,1106.5843505859375,8948850
2022-10-06 00:00:00+00:00,1106.175048828125,1117.7987060546875,1130.674560546875,1115.975830078125,1120.983154296875,13352162
2022-10-07 00:00:00+00:00,1110.8563232421875,1122.5291748046875,1127.8594970703125,1114.360595703125,1114.360595703125,7714340
2022-10-10 00:00:00+00:00,1098.73095703125,1110.2763671875,1115.7220458984375,1102.0616455078125,1109.9071044921875,6329527
2022-10-11 00:00:00+00:00,1076.854736328125,1088.17041015625,1114.060546875,1085.0322265625,1114.060546875,9215177
2022-10-12 00:00:00+00:00,1084.778564453125,1096.177490234375,1099.1541748046875,1081.3402099609375,1085.4476318359375,7417103
2022-10-13 00:00:00+00:00,1088.226806640625,1099.661865234375,1104.83056640625,1089.185791015625,1094.4007568359375,7328492
2022-10-14 00:00:00+00:00,1082.70068359375,1094.07763671875,1115.1451416015625,1093.3392333984375,1114.5220947265625,9106089
2022-10-17 00:00:00+00:00,1100.078125,1111.6376953125,1114.060546875,1081.571044921875,1086.8321533203125,16729355
2022-10-18 00:00:00+00:00,1119.4879150390625,1131.25146484375,1136.674072265625,1116.8988037109375,1117.7525634765625,12415820
2022-10-19 00:00:00+00:00,1138.9661865234375,1150.9344482421875,1166.6024169921875,1126.8441162109375,1132.7513427734375,19247142
2022-10-20 00:00:00+00:00,1142.026123046875,1154.0264892578125,1162.51806640625,1146.8271484375,1146.8271484375,8717053
2022-10-21 00:00:00+00:00,1128.7816162109375,1140.6429443359375,1161.5028076171875,1138.5201416015625,1157.3031005859375,8243452
2022-10-24 00:00:00+00:00,1132.549560546875,1144.4503173828125,1154.9033203125,1133.12060546875,1135.28955078125,3370033
2022-10-25 00:00:00+00:00,1115.0579833984375,1126.77490234375,1153.2880859375,1125.1365966796875,1153.2880859375,12233241
2022-10-27 00:00:00+00:00,1119.4422607421875,1131.205322265625,1139.1893310546875,1122.73681640625,1134.3665771484375,12513059
2022-10-28 00:00:00+00:00,1153.6949462890625,1165.81787109375,1169.902099609375,1135.0357666015625,1137.5970458984375,17609592
2022-10-31 00:00:00+00:00,1164.4044189453125,1176.6400146484375,1181.8780517578125,1168.60986328125,1172.671142578125,12419943
2022-11-01 00:00:00+00:00,1155.384521484375,1167.525390625,1199.8995361328125,1157.441650390625,1199.8995361328125,13963166
2022-11-02 00:00:00+00:00,1162.600341796875,1174.8170166015625,1176.9168701171875,1160.672119140625,1168.656005859375,8981896
2022-11-03 00:00:00+00:00,1166.9390869140625,1179.2012939453125,1181.23193359375,1165.3101806640625,1167.525390625,6693449
2022-11-04 00:00:00+00:00,1184.111083984375,1196.5537109375,1199.8995361328125,1177.332275390625,1178.6243896484375,12575815
2022-11-07 00:00:00+00:00,1190.4364013671875,1202.9454345703125,1204.653076171875,1187.900634765625,1195.74609375,11789748
2022-11-09 00:00:00+00:00,1189.2490234375,1201.74560546875,1210.029541015625,1195.3076171875,1204.653076171875,11254205
2022-11-10 00:00:00+00:00,1174.8629150390625,1187.2083740234375,1198.307373046875,1182.8240966796875,1195.2845458984375,5966242
2022-11-11 00:00:00+00:00,1201.9453125,1214.5753173828125,1216.5135498046875,1194.361572265625,1199.8995361328125,12310132
2022-11-14 00:00:00+00:00,1196.122314453125,1208.691162109375,1219.2825927734375,1202.2762451171875,1214.0906982421875,9043112
2022-11-15 00:00:00+00:00,1190.756103515625,1203.2685546875,1212.0831298828125,1195.2845458984375,1210.1910400390625,7086433
2022-11-16 00:00:00+00:00,1183.928466796875,1196.369140625,1207.260498046875,1191.2926025390625,1204.5145263671875,9716161
2022-11-17 00:00:00+00:00,1186.9884033203125,1199.461181640625,1205.8990478515625,1190.6695556640625,1192.9539794921875,6661451
2022-11-18 00:00:00+00:00,1186.348876953125,1198.8150634765625,1204.0531005859375,1186.562255859375,1203.0146484375,5303197
